date,city,total_consumption,residential,commercial,industrial,cooling_specific
2020-02-13,Phoenix,10437,3176,2901,1795,1681
2020-02-14,Phoenix,7757,2829,1788,1516,820
2020-02-15,Phoenix,9409,3518,2613,2437,1466
2020-02-16,Phoenix,9201,3428,3630,1800,1680
2020-02-17,Phoenix,10087,4160,2591,1416,1089
2020-02-18,Phoenix,9342,4469,2863,2229,1011
2020-02-19,Phoenix,8741,3406,2364,1473,1389
2020-02-20,Phoenix,7629,3192,2735,2191,1186
2020-02-21,Phoenix,10933,4754,2504,1797,2125
2020-02-22,Phoenix,8987,3203,2757,2452,1656
2020-02-23,Phoenix,9158,4173,3006,2065,1094
2020-02-24,Phoenix,10022,3382,3274,1127,1765
2020-02-25,Phoenix,9866,3487,3745,2271,1187
2020-02-26,Phoenix,10193,3676,3851,1572,1573
2020-02-27,Phoenix,11553,5132,3801,2203,1295
2020-02-28,Phoenix,9567,4454,2766,1886,1568
2020-02-29,Phoenix,7808,2423,2474,1442,1068
2020-03-01,Phoenix,9570,3907,3290,1500,1047
2020-03-02,Phoenix,9230,4019,2987,2478,980
2020-03-03,Phoenix,11635,5395,2684,1755,2140
2020-03-04,Phoenix,10587,4112,2230,2861,1463
2020-03-05,Phoenix,7209,2211,1515,879,1364
2020-03-06,Phoenix,8791,2897,3394,2478,1189
2020-03-07,Phoenix,7087,2624,2387,1162,1261
2020-03-08,Phoenix,8865,3044,3329,1629,1678
2020-03-09,Phoenix,9709,3142,3294,1701,1472
2020-03-10,Phoenix,8944,3971,2088,2565,1200
2020-03-11,Phoenix,10255,3148,2266,2837,1730
2020-03-12,Phoenix,8197,4037,2117,1216,1091
2020-03-13,Phoenix,9615,4332,3244,2740,1554
2020-03-14,Phoenix,9755,4496,3405,2575,1168
2020-03-15,Phoenix,9510,4019,2483,2459,1765
2020-03-16,Phoenix,8829,3176,2202,2600,1262
2020-03-17,Phoenix,8361,2923,1753,1111,1245
2020-03-18,Phoenix,9169,3210,2669,2215,1164
2020-03-19,Phoenix,10664,3459,3288,2561,1205
2020-03-20,Phoenix,8790,2798,2182,1317,1080
2020-03-21,Phoenix,8165,3815,2243,1720,1034
2020-03-22,Phoenix,10237,4741,3030,1591,1412
2020-03-23,Phoenix,10302,4963,3688,2489,1131
2020-03-24,Phoenix,9298,3530,2550,2724,1483
2020-03-25,Phoenix,9156,4539,2037,2076,990
2020-03-26,Phoenix,9720,4792,3713,2196,1781
2020-03-27,Phoenix,8470,3063,2621,1728,1135
2020-03-28,Phoenix,8354,3957,2688,2248,1510
2020-03-29,Phoenix,9775,4743,2813,2757,1750
2020-03-30,Phoenix,11385,5525,4531,2285,1299
2020-03-31,Phoenix,9061,4477,1892,2508,1603
2020-04-01,Phoenix,10696,3735,2205,2871,2091
2020-04-02,Phoenix,9819,3577,3244,2239,1440
2020-04-03,Phoenix,10600,3563,3831,2117,1946
2020-04-04,Phoenix,8851,3262,1824,1112,1549
2020-04-05,Phoenix,10438,3474,2733,1600,1047
2020-04-06,Phoenix,11634,3957,2562,2684,1450
2020-04-07,Phoenix,10172,3843,3436,1302,1224
2020-04-08,Phoenix,11072,4037,3876,2975,1546
2020-04-09,Phoenix,9919,3764,3579,2040,1536
2020-04-10,Phoenix,9529,3014,3104,1899,970
2020-04-11,Phoenix,10439,3147,3115,1949,1553
2020-04-12,Phoenix,9314,4600,2718,1248,1268
2020-04-13,Phoenix,7767,2632,2119,1445,1181
2020-04-14,Phoenix,8665,3867,2725,2206,1247
2020-04-15,Phoenix,10018,4240,3206,1019,1397
2020-04-16,Phoenix,8441,3582,2767,1740,1637
2020-04-17,Phoenix,11313,4732,3414,3118,2141
2020-04-18,Phoenix,9434,4513,3415,2352,1842
2020-04-19,Phoenix,8271,2562,2846,2028,1039
2020-04-20,Phoenix,9990,4938,3771,1958,1896
2020-04-21,Phoenix,10007,4929,2472,1519,1585
2020-04-22,Phoenix,9897,3762,3374,1977,1851
2020-04-23,Phoenix,9375,3945,2629,2037,1441
2020-04-24,Phoenix,8953,3134,2481,2277,1458
2020-04-25,Phoenix,10669,4180,3541,1272,1166
2020-04-26,Phoenix,11336,4004,4183,2851,1991
2020-04-27,Phoenix,9421,3890,3207,1263,1154
2020-04-28,Phoenix,9874,3555,3150,2661,1563
2020-04-29,Phoenix,8952,3136,2452,1370,1237
2020-04-30,Phoenix,9764,3155,2410,1968,1178
2020-05-01,Phoenix,9761,4214,2495,1341,1875
2020-05-02,Phoenix,8583,3412,2195,1863,1087
2020-05-03,Phoenix,8764,3767,2777,1094,919
2020-05-04,Phoenix,8762,4219,1765,1672,1059
2020-05-05,Phoenix,9269,4196,2127,1778,999
2020-05-06,Phoenix,8199,3102,1801,2303,1513
2020-05-07,Phoenix,10234,4360,2957,1472,1091
2020-05-08,Phoenix,9290,2924,3702,1760,1130
2020-05-09,Phoenix,7342,2432,2154,1734,1224
2020-05-10,Phoenix,11056,3318,3779,2067,2095
2020-05-11,Phoenix,11778,5022,2972,1845,1847
2020-05-12,Phoenix,8158,2813,2135,1591,1522
2020-05-13,Phoenix,9225,3283,2441,2428,1037
2020-05-14,Phoenix,9199,3823,2816,1240,1727
2020-05-15,Phoenix,9968,3887,2947,1752,1302
2020-05-16,Phoenix,9003,4087,2309,1989,1707
2020-05-17,Phoenix,11267,3616,3046,1360,1642
2020-05-18,Phoenix,12207,3958,4121,2384,2171
2020-05-19,Phoenix,8673,2709,2041,1684,1346
2020-05-20,Phoenix,9517,4544,3285,1770,1761
2020-05-21,Phoenix,10838,4177,3997,1780,1341
2020-05-22,Phoenix,8068,3179,1735,959,1264
2020-05-23,Phoenix,8507,3901,1734,2328,1627
2020-05-24,Phoenix,9141,3464,3630,2203,1387
2020-05-25,Phoenix,10222,4895,3747,2034,1916
2020-05-26,Phoenix,7695,3755,1750,2122,1124
2020-05-27,Phoenix,10482,3998,2425,2149,1775
2020-05-28,Phoenix,8024,2996,2746,895,1577
2020-05-29,Phoenix,8357,3918,3338,1397,1098
2020-05-30,Phoenix,10118,5001,2486,2474,1540
2020-05-31,Phoenix,10828,4589,2821,2927,1790
2020-06-01,Phoenix,8026,3885,1883,2135,1428
2020-06-02,Phoenix,8026,2616,2219,1785,1561
2020-06-03,Phoenix,10683,3794,4242,2477,1207
2020-06-04,Phoenix,9928,4699,2321,1344,1633
2020-06-05,Phoenix,9319,4549,3491,2602,1599
2020-06-06,Phoenix,10086,3076,2323,1183,1942
2020-06-07,Phoenix,9268,3703,2526,1682,1550
2020-06-08,Phoenix,9795,4087,2740,1019,1594
2020-06-09,Phoenix,9296,3755,3607,1835,1693
2020-06-10,Phoenix,10390,4531,4023,2520,1316
2020-06-11,Phoenix,9266,4470,2953,2648,1603
2020-06-12,Phoenix,10503,3651,3548,1263,1516
2020-06-13,Phoenix,9899,4101,3273,2752,1730
2020-06-14,Phoenix,8395,3353,1783,2224,1146
2020-06-15,Phoenix,8313,3817,2887,1141,849
2020-06-16,Phoenix,7901,2749,2832,1136,1419
2020-06-17,Phoenix,10539,3346,2650,3137,1497
2020-06-18,Phoenix,7982,2533,2559,1826,1250
2020-06-19,Phoenix,10415,4401,2741,2161,1562
2020-06-20,Phoenix,9056,3067,2974,1114,1743
2020-06-21,Phoenix,8546,2574,3372,1062,1593
2020-06-22,Phoenix,8602,3422,1780,1756,1443
2020-06-23,Phoenix,12486,4667,3131,1580,1935
2020-06-24,Phoenix,10251,4047,3421,2269,1154
2020-06-25,Phoenix,7228,2736,1684,1758,800
2020-06-26,Phoenix,7869,2904,2994,1234,995
2020-06-27,Phoenix,10612,3721,4170,2691,1751
2020-06-28,Phoenix,9764,3872,3228,2428,1670
2020-06-29,Phoenix,10223,3881,3228,2156,1918
2020-06-30,Phoenix,9412,3949,2357,1184,984
2020-07-01,Phoenix,8420,3051,1870,1501,1041
2020-07-02,Phoenix,8393,3371,2728,1583,1255
2020-07-03,Phoenix,9935,3796,3425,2359,1743
2020-07-04,Phoenix,8131,2586,2169,1970,1174
2020-07-05,Phoenix,9744,3211,2881,2395,1549
2020-07-06,Phoenix,8572,2795,2015,1508,1253
2020-07-07,Phoenix,9743,4277,1976,2380,1412
2020-07-08,Phoenix,8727,3978,2635,2507,986
2020-07-09,Phoenix,9567,3563,3432,1072,1259
2020-07-10,Phoenix,9545,3436,3645,2850,1176
2020-07-11,Phoenix,10296,4001,3992,2336,2033
2020-07-12,Phoenix,8977,4133,2484,2536,1434
2020-07-13,Phoenix,9290,4026,2074,1548,1689
2020-07-14,Phoenix,12850,5369,2904,3724,1986
2020-07-15,Phoenix,10167,3240,3781,1337,1052
2020-07-16,Phoenix,9007,3367,3047,2282,1653
2020-07-17,Phoenix,8139,2966,1712,1222,1401
2020-07-18,Phoenix,9004,4499,2095,2658,1004
2020-07-19,Phoenix,10402,3331,2999,1247,1583
2020-07-20,Phoenix,8733,3822,2128,1814,1191
2020-07-21,Phoenix,10583,4859,3226,1169,2060
2020-07-22,Phoenix,7169,2738,2758,2086,1260
2020-07-23,Phoenix,10231,3904,2261,1573,1914
2020-07-24,Phoenix,10012,4586,3919,2623,1829
2020-07-25,Phoenix,9227,2912,3340,2573,1672
2020-07-26,Phoenix,8905,3922,3390,1896,1732
2020-07-27,Phoenix,10797,4279,2435,3017,1344
2020-07-28,Phoenix,8470,3915,2193,2338,1528
2020-07-29,Phoenix,9777,3605,2303,2367,1610
2020-07-30,Phoenix,9084,3716,2038,1839,1202
2020-07-31,Phoenix,7940,3963,2660,1440,1009
2020-08-01,Phoenix,8595,2939,2048,1777,940
2020-08-02,Phoenix,10299,5146,2804,1486,1050
2020-08-03,Phoenix,8766,2669,2955,1367,1442
2020-08-04,Phoenix,8580,3674,2571,1053,1326
2020-08-05,Phoenix,9331,3345,2661,1580,1143
2020-08-06,Phoenix,9827,3025,2342,2943,1087
2020-08-07,Phoenix,7824,2628,2846,2273,1337
2020-08-08,Phoenix,10718,3777,3383,2002,1469
2020-08-09,Phoenix,8801,3531,2284,1125,1682
2020-08-10,Phoenix,8267,3957,2494,889,1329
2020-08-11,Phoenix,11636,5142,4341,2092,2285
2020-08-12,Phoenix,8662,3587,2278,2460,889
2020-08-13,Phoenix,9829,4231,3455,2408,1923
2020-08-14,Phoenix,9829,4168,2941,1591,1499
2020-08-15,Phoenix,9177,3663,3593,2672,1665
2020-08-16,Phoenix,9718,4622,3792,1577,1326
2020-08-17,Phoenix,8263,3870,3129,1472,1053
2020-08-18,Phoenix,8663,2625,3220,1794,1496
2020-08-19,Phoenix,10650,3639,4119,2790,1922
2020-08-20,Phoenix,9124,4472,3561,2691,1589
2020-08-21,Phoenix,8875,3629,3040,1409,1252
2020-08-22,Phoenix,10510,3919,4084,2872,1450
2020-08-23,Phoenix,9644,3764,2631,1237,1813
2020-08-24,Phoenix,11361,3611,2481,1986,1524
2020-08-25,Phoenix,10299,4386,2139,1534,1722
2020-08-26,Phoenix,9638,2962,3813,1144,1112
2020-08-27,Phoenix,8233,3856,2913,908,950
2020-08-28,Phoenix,8358,2733,3148,1134,1156
2020-08-29,Phoenix,8990,4131,2595,1287,1381
2020-08-30,Phoenix,9787,4424,2239,1762,1849
2020-08-31,Phoenix,9220,3290,3443,1844,1080
2020-09-01,Phoenix,8417,3589,1906,1028,1089
2020-09-02,Phoenix,8042,2917,1916,1736,1065
2020-09-03,Phoenix,9286,4174,1893,2050,1543
2020-09-04,Phoenix,10036,3586,3737,1668,1498
2020-09-05,Phoenix,8870,3628,2826,1125,1595
2020-09-06,Phoenix,8692,3109,2358,1337,1136
2020-09-07,Phoenix,9943,3280,2335,2108,1951
2020-09-08,Phoenix,8586,2727,2377,881,1539
2020-09-09,Phoenix,9877,3827,2429,995,1462
2020-09-10,Phoenix,8961,4084,1997,2613,1506
2020-09-11,Phoenix,9622,3849,3309,1142,1284
2020-09-12,Phoenix,8586,2929,2402,2109,1327
2020-09-13,Phoenix,8465,2842,3003,1333,1375
2020-09-14,Phoenix,10389,3846,2586,2508,1409
2020-09-15,Phoenix,9259,4324,2912,2141,1267
2020-09-16,Phoenix,11471,3697,3958,1738,1614
2020-09-17,Phoenix,9210,3897,2039,2010,1290
2020-09-18,Phoenix,7808,2900,2411,1615,1452
2020-09-19,Phoenix,8985,3804,3129,2458,1291
2020-09-20,Phoenix,10811,3362,2672,2634,1349
2020-09-21,Phoenix,8909,4161,2975,1441,1240
2020-09-22,Phoenix,9616,3012,2037,1009,1912
2020-09-23,Phoenix,8849,3842,2809,2411,1317
2020-09-24,Phoenix,9960,4627,3245,2907,1791
2020-09-25,Phoenix,9966,3719,2852,2068,1791
2020-09-26,Phoenix,8490,3157,2814,1337,1500
2020-09-27,Phoenix,10300,3309,4078,3030,1682
2020-09-28,Phoenix,10701,5243,4239,1934,1953
2020-09-29,Phoenix,10230,3299,3629,1691,1083
2020-09-30,Phoenix,11221,4510,3491,1947,1148
2020-10-01,Phoenix,8450,3574,1718,903,1117
2020-10-02,Phoenix,7899,2920,1643,1261,923
2020-10-03,Phoenix,10026,3560,3567,1755,1353
2020-10-04,Phoenix,9101,3341,2503,1429,920
2020-10-05,Phoenix,8752,3894,2600,900,1273
2020-10-06,Phoenix,9966,3914,3950,1653,1449
2020-10-07,Phoenix,8628,3545,3411,2390,1353
2020-10-08,Phoenix,7577,2722,1697,1774,988
2020-10-09,Phoenix,10541,3510,4137,1598,1939
2020-10-10,Phoenix,9961,3818,2694,2874,1783
2020-10-11,Phoenix,7938,3441,1739,1828,1471
2020-10-12,Phoenix,8930,3597,2205,1864,996
2020-10-13,Phoenix,10836,5220,3242,1777,1529
2020-10-14,Phoenix,7307,2769,2828,882,1100
2020-10-15,Phoenix,10419,5198,2177,2160,1736
2020-10-16,Phoenix,9326,4320,3645,2103,1021
2020-10-17,Phoenix,7791,3870,2395,1190,1310
2020-10-18,Phoenix,8674,2720,3012,1706,1022
2020-10-19,Phoenix,9076,3048,3541,2215,1266
2020-10-20,Phoenix,11263,4569,4503,1467,1210
2020-10-21,Phoenix,9140,3956,2625,2704,1394
2020-10-22,Phoenix,9113,3391,3645,1028,1174
2020-10-23,Phoenix,10664,3586,2254,3017,2051
2020-10-24,Phoenix,8065,2995,3030,2133,1072
2020-10-25,Phoenix,9939,3916,2336,1452,1085
2020-10-26,Phoenix,9299,2909,1935,1651,1789
2020-10-27,Phoenix,8111,2624,2018,1428,902
2020-10-28,Phoenix,10556,3646,3484,1585,1931
2020-10-29,Phoenix,9345,3609,3067,1852,1762
2020-10-30,Phoenix,9487,4079,2571,1737,1753
2020-10-31,Phoenix,9567,3682,3599,1739,1467
2020-11-01,Phoenix,10498,4435,2996,2672,1183
2020-11-02,Phoenix,8956,3036,1908,1440,958
2020-11-03,Phoenix,8930,3304,2567,2586,1505
2020-11-04,Phoenix,8665,3853,3389,2414,1487
2020-11-05,Phoenix,7030,2601,2205,1036,1295
2020-11-06,Phoenix,9771,4126,3037,2647,1075
2020-11-07,Phoenix,9705,3977,2391,2578,1568
2020-11-08,Phoenix,8112,2649,2475,2308,1310
2020-11-09,Phoenix,7870,3435,2810,1628,971
2020-11-10,Phoenix,8903,2943,2211,1441,949
2020-11-11,Phoenix,8889,3133,2090,1519,964
2020-11-12,Phoenix,7940,3188,1830,1526,1341
2020-11-13,Phoenix,10521,3521,2598,1584,1366
2020-11-14,Phoenix,10144,3744,3194,2989,1282
2020-11-15,Phoenix,9880,3998,3228,2545,1038
2020-11-16,Phoenix,8411,3161,3149,1910,1646
2020-11-17,Phoenix,10385,3592,3462,1251,1362
2020-11-18,Phoenix,9359,3908,2340,2591,1311
2020-11-19,Phoenix,8579,3452,2653,2196,1034
2020-11-20,Phoenix,7866,3501,2013,1490,1341
2020-11-21,Phoenix,8336,2772,2809,1665,1181
2020-11-22,Phoenix,9340,4275,3231,2720,1740
2020-11-23,Phoenix,11263,3535,3077,2074,1392
2020-11-24,Phoenix,9931,4424,2372,1577,1173
2020-11-25,Phoenix,9731,3635,2219,2034,1668
2020-11-26,Phoenix,9128,3999,2310,1325,1554
2020-11-27,Phoenix,11089,4520,2566,2684,1792
2020-11-28,Phoenix,9497,3931,3374,1559,1353
2020-11-29,Phoenix,9235,4321,2174,1309,1256
2020-11-30,Phoenix,9988,4653,3228,2781,1547
2020-12-01,Phoenix,9502,3439,1969,1560,1747
2020-12-02,Phoenix,9400,2841,3041,2057,1761
2020-12-03,Phoenix,9420,3827,3436,1089,1752
2020-12-04,Phoenix,11786,3588,2814,1647,1537
2020-12-05,Phoenix,10719,3308,3687,3111,1804
2020-12-06,Phoenix,10321,3446,3018,2783,1870
2020-12-07,Phoenix,10187,4751,3527,2306,2019
2020-12-08,Phoenix,6986,2338,1456,1728,1360
2020-12-09,Phoenix,9560,3663,3343,1753,1707
2020-12-10,Phoenix,8912,4285,2542,1479,1082
2020-12-11,Phoenix,6601,2040,1986,1759,1104
2020-12-12,Phoenix,9051,3212,3371,1785,1114
2020-12-13,Phoenix,10460,3696,2284,1433,2086
2020-12-14,Phoenix,9898,3745,3646,2126,1025
2020-12-15,Phoenix,9625,4394,2052,2159,1789
2020-12-16,Phoenix,8374,3521,2193,1265,1179
2020-12-17,Phoenix,9155,3021,2999,1776,1355
2020-12-18,Phoenix,7748,3359,1748,1986,1486
2020-12-19,Phoenix,8766,3127,2021,2599,928
2020-12-20,Phoenix,8707,3208,2212,1577,1665
2020-12-21,Phoenix,10418,4210,2676,2679,1393
2020-12-22,Phoenix,10800,3388,3727,2515,1142
2020-12-23,Phoenix,8630,4168,3256,1048,1520
2020-12-24,Phoenix,11379,5046,4111,2679,2133
2020-12-25,Phoenix,8409,3345,1837,2259,1249
2020-12-26,Phoenix,9520,4177,2441,2196,1750
2020-12-27,Phoenix,8814,3067,2639,1149,1585
2020-12-28,Phoenix,10569,3934,2207,3155,2038
2020-12-29,Phoenix,8813,2952,3195,2334,1592
2020-12-30,Phoenix,8919,3020,1952,2623,1508
2020-12-31,Phoenix,9977,3083,3350,1157,1628
2021-01-01,Phoenix,10864,4046,4184,1172,1668
2021-01-02,Phoenix,8794,3530,1858,887,1091
2021-01-03,Phoenix,10104,3191,2342,1533,1816
2021-01-04,Phoenix,8662,3936,2764,2019,984
2021-01-05,Phoenix,10850,5315,3572,1251,1728
2021-01-06,Phoenix,8960,2935,3245,999,1293
2021-01-07,Phoenix,8250,3666,1762,1433,991
2021-01-08,Phoenix,9839,4787,3860,1865,1494
2021-01-09,Phoenix,10849,3500,2755,3123,1984
2021-01-10,Phoenix,10478,3529,3489,1456,2062
2021-01-11,Phoenix,7860,3874,2219,851,1289
2021-01-12,Phoenix,10799,5019,2320,2280,1573
2021-01-13,Phoenix,8094,3454,1852,1522,1030
2021-01-14,Phoenix,10546,3757,2137,2533,1238
2021-01-15,Phoenix,8854,4009,1866,1579,1401
2021-01-16,Phoenix,10323,3414,3093,1840,1055
2021-01-17,Phoenix,10786,3580,3027,1953,1135
2021-01-18,Phoenix,9362,3800,3307,2494,1404
2021-01-19,Phoenix,9673,4537,3798,2677,1177
2021-01-20,Phoenix,8161,2822,2505,1195,1010
2021-01-21,Phoenix,8279,2815,2470,2467,1202
2021-01-22,Phoenix,11326,4641,3873,2004,1619
2021-01-23,Phoenix,11351,5394,3681,3268,1298
2021-01-24,Phoenix,10333,4907,3255,2072,1055
2021-01-25,Phoenix,9985,3671,2349,2513,1060
2021-01-26,Phoenix,9211,4118,2305,2021,1454
2021-01-27,Phoenix,7591,3229,1818,2155,1478
2021-01-28,Phoenix,9884,4630,3474,1940,1584
2021-01-29,Phoenix,8318,3456,3209,1242,891
2021-01-30,Phoenix,10669,4995,2620,3003,1139
2021-01-31,Phoenix,9989,3888,2878,2327,1358
2021-02-01,Phoenix,8348,4119,1992,2232,1263
2021-02-02,Phoenix,8768,2927,1994,2527,1253
2021-02-03,Phoenix,9435,4327,3443,1437,1172
2021-02-04,Phoenix,9510,3128,3112,2567,1189
2021-02-05,Phoenix,10081,3595,2837,1467,1518
2021-02-06,Phoenix,8970,3079,3530,1788,1095
2021-02-07,Phoenix,8259,3115,2338,2082,897
2021-02-08,Phoenix,10516,3756,3417,1614,1219
2021-02-09,Phoenix,8971,3725,3548,2446,919
2021-02-10,Phoenix,8786,3358,2650,2603,1352
2021-02-11,Phoenix,8422,2751,3272,1565,1104
2021-02-12,Phoenix,9168,3632,2215,1220,940
2021-02-13,Phoenix,8274,3652,2902,1512,1369
2021-02-14,Phoenix,9406,4087,1915,2625,1249
2021-02-15,Phoenix,9916,4888,3570,2578,1467
2021-02-16,Phoenix,10991,5423,4085,1643,1827
2021-02-17,Phoenix,10989,3994,2807,1599,2129
2021-02-18,Phoenix,8508,2822,2052,1637,865
2021-02-19,Phoenix,10773,4771,2348,3160,1738
2021-02-20,Phoenix,11256,5220,3548,1548,1858
2021-02-21,Phoenix,9087,4430,2083,946,1285
2021-02-22,Phoenix,7638,3016,2068,1475,1396
2021-02-23,Phoenix,10435,3550,3748,3083,1543
2021-02-24,Phoenix,9657,3588,2437,1482,1046
2021-02-25,Phoenix,10823,4216,2636,2939,1618
2021-02-26,Phoenix,9505,3470,2180,1285,1822
2021-02-27,Phoenix,10156,4761,3735,1681,1173
2021-02-28,Phoenix,7377,3349,2628,1158,900
2021-03-01,Phoenix,10273,3083,3431,3048,1288
2021-03-02,Phoenix,8244,3590,3219,2236,1223
2021-03-03,Phoenix,9471,3466,2581,1990,971
2021-03-04,Phoenix,9066,4108,1856,2226,1677
2021-03-05,Phoenix,9545,3851,3598,2217,1578
2021-03-06,Phoenix,8325,2915,3101,1915,1510
2021-03-07,Phoenix,9559,3945,3205,1469,1112
2021-03-08,Phoenix,10145,4381,3359,2511,1151
2021-03-09,Phoenix,8446,2679,2161,1118,999
2021-03-10,Phoenix,8890,3754,3118,1413,1241
2021-03-11,Phoenix,9878,4034,2557,1878,1407
2021-03-12,Phoenix,9850,3429,3068,1038,1367
2021-03-13,Phoenix,9836,3248,3885,2512,1409
2021-03-14,Phoenix,12436,4397,4011,2278,1933
2021-03-15,Phoenix,9410,3280,3741,2097,1620
2021-03-16,Phoenix,10003,4113,3071,1912,1623
2021-03-17,Phoenix,9912,4123,2194,2792,1647
2021-03-18,Phoenix,10897,4293,4245,2553,2062
2021-03-19,Phoenix,9291,3125,1905,2611,1079
2021-03-20,Phoenix,9504,4345,2401,1854,1658
2021-03-21,Phoenix,9009,4429,3135,2129,1181
2021-03-22,Phoenix,9636,3780,3246,2161,1916
2021-03-23,Phoenix,9000,4483,2721,2641,1662
2021-03-24,Phoenix,7687,3727,1805,1609,972
2021-03-25,Phoenix,8435,3150,2842,2216,1153
2021-03-26,Phoenix,8410,4162,2498,1961,1319
2021-03-27,Phoenix,9313,3497,3347,1013,1858
2021-03-28,Phoenix,8444,3980,2770,1248,1145
2021-03-29,Phoenix,6971,3085,2111,1637,1333
2021-03-30,Phoenix,9202,4217,3652,1007,1792
2021-03-31,Phoenix,8034,3441,2740,2408,1516
2021-04-01,Phoenix,10467,3866,3361,2695,1804
2021-04-02,Phoenix,8687,3031,1857,1560,1001
2021-04-03,Phoenix,9427,2867,3252,2060,1351
2021-04-04,Phoenix,9567,4324,1989,1757,1789
2021-04-05,Phoenix,11028,4050,3815,1624,1980
2021-04-06,Phoenix,10069,3909,2117,2554,1731
2021-04-07,Phoenix,9396,4518,2151,1649,1616
2021-04-08,Phoenix,11851,4292,2391,2180,2112
2021-04-09,Phoenix,8859,3315,2819,2547,1197
2021-04-10,Phoenix,10053,4758,3287,1225,1653
2021-04-11,Phoenix,9339,4141,2362,1466,1567
2021-04-12,Phoenix,7774,3717,2014,1322,913
2021-04-13,Phoenix,9874,4817,3678,1776,1180
2021-04-14,Phoenix,8431,2606,2558,2014,1458
2021-04-15,Phoenix,7921,2485,2315,1936,1365
2021-04-16,Phoenix,7871,3319,2304,2360,1394
2021-04-17,Phoenix,6867,2585,1900,1221,933
2021-04-18,Phoenix,8104,3206,2607,2430,914
2021-04-19,Phoenix,9619,3447,2011,1967,1527
2021-04-20,Phoenix,10189,5051,4044,1664,1960
2021-04-21,Phoenix,7187,2376,2594,892,1243
2021-04-22,Phoenix,8844,2871,2346,1638,1468
2021-04-23,Phoenix,9027,4213,2706,1285,1355
2021-04-24,Phoenix,8139,3876,1771,1576,1567
2021-04-25,Phoenix,8386,3662,2240,1805,1206
2021-04-26,Phoenix,8127,3644,2569,955,1186
2021-04-27,Phoenix,11344,3414,4045,2170,1271
2021-04-28,Phoenix,8992,4454,2879,1237,1523
2021-04-29,Phoenix,10375,4840,3982,1361,1488
2021-04-30,Phoenix,10047,3959,3407,1117,1131
2021-05-01,Phoenix,8069,3261,2272,884,1547
2021-05-02,Phoenix,8955,3846,3045,2404,1655
2021-05-03,Phoenix,9175,3723,2091,1122,923
2021-05-04,Phoenix,8085,2889,1988,875,1030
2021-05-05,Phoenix,9282,4426,3059,1551,1461
2021-05-06,Phoenix,10090,3066,2381,1654,1579
2021-05-07,Phoenix,11270,4087,3641,1204,1432
2021-05-08,Phoenix,9933,4518,3961,1627,1523
2021-05-09,Phoenix,8734,2731,2154,1623,1328
2021-05-10,Phoenix,10226,4388,3481,1329,1389
2021-05-11,Phoenix,9997,4823,2685,1660,1185
2021-05-12,Phoenix,9228,3376,3129,1666,1251
2021-05-13,Phoenix,8829,4328,2239,1314,1668
2021-05-14,Phoenix,9265,3883,2505,2612,1564
2021-05-15,Phoenix,8064,2438,1956,1261,1467
2021-05-16,Phoenix,10099,4901,3385,1242,1564
2021-05-17,Phoenix,8751,3103,2707,1548,1009
2021-05-18,Phoenix,9610,4351,3332,1335,1517
