date,city,heat_related_illnesses,respiratory_issues,mental_health_reports
2022-06-30,Phoenix,74,184,91
2022-07-01,Phoenix,74,136,68
2022-07-02,Phoenix,77,187,84
2022-07-03,Phoenix,78,140,44
2022-07-04,Phoenix,81,188,83
2022-07-05,Phoenix,92,196,71
2022-07-06,Phoenix,82,195,119
2022-07-07,Phoenix,78,146,76
2022-07-08,Phoenix,84,156,102
2022-07-09,Phoenix,67,121,61
2022-07-10,Phoenix,88,198,109
2022-07-11,Phoenix,85,211,83
2022-07-12,Phoenix,64,115,55
2022-07-13,Phoenix,60,113,33
2022-07-14,Phoenix,75,171,55
2022-07-15,Phoenix,73,144,70
2022-07-16,Phoenix,65,116,49
2022-07-17,Phoenix,64,123,82
2022-07-18,Phoenix,75,155,64
2022-07-19,Phoenix,87,146,81
2022-07-20,Phoenix,78,156,53
2022-07-21,Phoenix,86,211,45
2022-07-22,Phoenix,78,119,75
2022-07-23,Phoenix,75,183,41
2022-07-24,Phoenix,72,136,42
2022-07-25,Phoenix,72,150,93
2022-07-26,Phoenix,79,120,42
2022-07-27,Phoenix,74,175,86
2022-07-28,Phoenix,68,139,75
2022-07-29,Phoenix,75,171,67
2022-07-30,Phoenix,103,253,104
2022-07-31,Phoenix,69,122,49
2022-08-01,Phoenix,65,145,34
2022-08-02,Phoenix,65,120,66
2022-08-03,Phoenix,83,207,94
2022-08-04,Phoenix,84,175,61
2022-08-05,Phoenix,71,138,100
2022-08-06,Phoenix,61,116,33
2022-08-07,Phoenix,76,142,64
2022-08-08,Phoenix,71,113,57
2022-08-09,Phoenix,56,103,83
2022-08-10,Phoenix,71,107,49
2022-08-11,Phoenix,89,172,51
2022-08-12,Phoenix,66,144,59
2022-08-13,Phoenix,67,139,85
2022-08-14,Phoenix,66,154,77
2022-08-15,Phoenix,88,144,131
2022-08-16,Phoenix,59,104,40
2022-08-17,Phoenix,100,243,68
2022-08-18,Phoenix,70,113,42
2022-08-19,Phoenix,61,151,79
2022-08-20,Phoenix,50,114,63
2022-08-21,Phoenix,61,102,74
2022-08-22,Phoenix,60,128,71
2022-08-23,Phoenix,67,143,89
2022-08-24,Phoenix,68,155,92
2022-08-25,Phoenix,60,142,82
2022-08-26,Phoenix,72,172,96
2022-08-27,Phoenix,61,127,48
2022-08-28,Phoenix,74,161,71
2022-08-29,Phoenix,69,160,42
2022-08-30,Phoenix,62,133,36
2022-08-31,Phoenix,52,124,55
2022-09-01,Phoenix,74,159,62
2022-09-02,Phoenix,63,149,65
2022-09-03,Phoenix,48,91,54
2022-09-04,Phoenix,48,75,54
2022-09-05,Phoenix,56,93,75
2022-09-06,Phoenix,58,105,78
2022-09-07,Phoenix,56,104,62
2022-09-08,Phoenix,60,129,69
2022-09-09,Phoenix,65,126,53
2022-09-10,Phoenix,61,102,33
2022-09-11,Phoenix,75,140,82
2022-09-12,Phoenix,58,125,80
2022-09-13,Phoenix,60,123,80
2022-09-14,Phoenix,60,107,42
2022-09-15,Phoenix,50,93,72
2022-09-16,Phoenix,71,138,106
2022-09-17,Phoenix,31,54,36
2022-09-18,Phoenix,57,101,67
2022-09-19,Phoenix,69,154,36
2022-09-20,Phoenix,53,115,54
2022-09-21,Phoenix,64,121,58
2022-09-22,Phoenix,38,71,38
2022-09-23,Phoenix,62,112,48
2022-09-24,Phoenix,67,128,52
2022-09-25,Phoenix,55,114,40
2022-09-26,Phoenix,77,167,47
2022-09-27,Phoenix,62,126,78
2022-09-28,Phoenix,61,114,59
2022-09-29,Phoenix,47,71,31
2022-09-30,Phoenix,43,83,41
2022-10-01,Phoenix,56,105,59
2022-10-02,Phoenix,47,101,33
2022-10-03,Phoenix,81,142,106
2022-10-04,Phoenix,53,118,26
2022-10-05,Phoenix,69,145,74
2022-10-06,Phoenix,56,135,68
2022-10-07,Phoenix,67,140,99
2022-10-08,Phoenix,59,101,37
2022-10-09,Phoenix,71,130,79
2022-10-10,Phoenix,44,86,43
2022-10-11,Phoenix,44,87,51
2022-10-12,Phoenix,56,124,66
2022-10-13,Phoenix,47,93,62
2022-10-14,Phoenix,62,99,90
2022-10-15,Phoenix,61,124,80
2022-10-16,Phoenix,63,149,36
2022-10-17,Phoenix,62,101,86
2022-10-18,Phoenix,44,89,54
2022-10-19,Phoenix,60,116,76
2022-10-20,Phoenix,68,126,71
2022-10-21,Phoenix,61,149,43
2022-10-22,Phoenix,56,89,65
2022-10-23,Phoenix,69,167,62
2022-10-24,Phoenix,62,117,50
2022-10-25,Phoenix,73,117,44
2022-10-26,Phoenix,38,85,46
2022-10-27,Phoenix,53,112,58
2022-10-28,Phoenix,43,78,53
2022-10-29,Phoenix,42,79,44
2022-10-30,Phoenix,62,137,34
2022-10-31,Phoenix,70,138,97
2022-11-01,Phoenix,70,140,44
2022-11-02,Phoenix,61,102,81
2022-11-03,Phoenix,57,125,53
2022-11-04,Phoenix,65,104,80
2022-11-05,Phoenix,58,120,81
2022-11-06,Phoenix,64,141,60
2022-11-07,Phoenix,70,137,52
2022-11-08,Phoenix,62,133,44
2022-11-09,Phoenix,61,140,64
2022-11-10,Phoenix,68,105,92
2022-11-11,Phoenix,56,126,56
2022-11-12,Phoenix,65,103,61
2022-11-13,Phoenix,60,99,35
2022-11-14,Phoenix,80,183,116
2022-11-15,Phoenix,88,184,106
2022-11-16,Phoenix,58,140,57
2022-11-17,Phoenix,67,144,100
2022-11-18,Phoenix,80,176,77
2022-11-19,Phoenix,57,115,65
2022-11-20,Phoenix,66,159,51
2022-11-21,Phoenix,53,126,76
2022-11-22,Phoenix,75,145,79
2022-11-23,Phoenix,75,123,103
2022-11-24,Phoenix,64,104,85
2022-11-25,Phoenix,63,113,39
2022-11-26,Phoenix,68,125,35
2022-11-27,Phoenix,82,195,106
2022-11-28,Phoenix,72,153,107
2022-11-29,Phoenix,70,144,104
2022-11-30,Phoenix,68,150,72
2022-12-01,Phoenix,57,122,42
2022-12-02,Phoenix,61,92,30
2022-12-03,Phoenix,59,131,46
2022-12-04,Phoenix,84,156,113
2022-12-05,Phoenix,53,117,35
2022-12-06,Phoenix,63,156,41
2022-12-07,Phoenix,65,123,92
2022-12-08,Phoenix,75,171,77
2022-12-09,Phoenix,58,112,29
2022-12-10,Phoenix,80,133,119
2022-12-11,Phoenix,84,155,43
2022-12-12,Phoenix,62,154,71
2022-12-13,Phoenix,89,138,108
2022-12-14,Phoenix,67,134,89
2022-12-15,Phoenix,70,164,79
2022-12-16,Phoenix,72,175,59
2022-12-17,Phoenix,86,184,88
2022-12-18,Phoenix,89,190,72
2022-12-19,Phoenix,93,158,62
2022-12-20,Phoenix,88,175,126
2022-12-21,Phoenix,72,139,85
2022-12-22,Phoenix,90,213,86
2022-12-23,Phoenix,79,123,90
2022-12-24,Phoenix,56,119,34
2022-12-25,Phoenix,90,143,89
2022-12-26,Phoenix,56,86,42
2022-12-27,Phoenix,76,133,58
2022-12-28,Phoenix,76,172,92
2022-12-29,Phoenix,66,122,47
2022-12-30,Phoenix,90,216,104
2022-12-31,Phoenix,66,152,50
2023-01-01,Phoenix,71,122,105
2023-01-02,Phoenix,84,165,98
2023-01-03,Phoenix,93,172,109
2023-01-04,Phoenix,88,158,103
2023-01-05,Phoenix,84,197,101
2023-01-06,Phoenix,98,200,116
2023-01-07,Phoenix,64,129,59
2023-01-08,Phoenix,76,171,102
2023-01-09,Phoenix,69,121,100
2023-01-10,Phoenix,91,223,93
2023-01-11,Phoenix,76,140,62
2023-01-12,Phoenix,78,184,72
2023-01-13,Phoenix,69,116,75
2023-01-14,Phoenix,85,196,126
2023-01-15,Phoenix,84,202,81
2023-01-16,Phoenix,78,157,75
2023-01-17,Phoenix,71,161,93
2023-01-18,Phoenix,61,132,48
2023-01-19,Phoenix,72,139,72
2023-01-20,Phoenix,82,177,104
2023-01-21,Phoenix,87,147,128
2023-01-22,Phoenix,85,202,68
2023-01-23,Phoenix,77,117,48
2023-01-24,Phoenix,104,213,65
2023-01-25,Phoenix,97,223,143
2023-01-26,Phoenix,97,223,73
2023-01-27,Phoenix,81,154,44
2023-01-28,Phoenix,88,144,45
2023-01-29,Phoenix,94,209,104
2023-01-30,Phoenix,103,220,99
2023-01-31,Phoenix,96,196,51
2023-02-01,Phoenix,107,172,92
2023-02-02,Phoenix,85,193,72
2023-02-03,Phoenix,72,128,62
2023-02-04,Phoenix,74,143,87
2023-02-05,Phoenix,93,207,126
2023-02-06,Phoenix,75,181,43
2023-02-07,Phoenix,79,156,69
2023-02-08,Phoenix,87,150,62
2023-02-09,Phoenix,79,189,54
2023-02-10,Phoenix,84,141,123
2023-02-11,Phoenix,104,230,116
2023-02-12,Phoenix,84,171,68
2023-02-13,Phoenix,109,175,105
2023-02-14,Phoenix,89,202,115
2023-02-15,Phoenix,95,164,98
2023-02-16,Phoenix,99,223,122
2023-02-17,Phoenix,95,156,87
2023-02-18,Phoenix,106,258,101
2023-02-19,Phoenix,90,149,101
2023-02-20,Phoenix,98,171,58
2023-02-21,Phoenix,99,168,130
2023-02-22,Phoenix,94,228,99
2023-02-23,Phoenix,113,281,65
2023-02-24,Phoenix,108,203,118
2023-02-25,Phoenix,94,183,53
2023-02-26,Phoenix,87,161,94
2023-02-27,Phoenix,104,179,127
2023-02-28,Phoenix,117,197,81
2023-03-01,Phoenix,100,234,62
2023-03-02,Phoenix,95,175,139
2023-03-03,Phoenix,112,222,159
2023-03-04,Phoenix,113,183,60
2023-03-05,Phoenix,91,138,111
2023-03-06,Phoenix,88,191,67
2023-03-07,Phoenix,104,177,103
2023-03-08,Phoenix,93,204,82
2023-03-09,Phoenix,89,151,122
2023-03-10,Phoenix,94,145,94
2023-03-11,Phoenix,98,149,128
2023-03-12,Phoenix,89,202,103
2023-03-13,Phoenix,98,169,113
2023-03-14,Phoenix,106,164,59
2023-03-15,Phoenix,100,234,56
2023-03-16,Phoenix,100,167,128
2023-03-17,Phoenix,113,184,79
2023-03-18,Phoenix,110,257,153
2023-03-19,Phoenix,98,160,131
2023-03-20,Phoenix,98,208,108
2023-03-21,Phoenix,106,233,93
2023-03-22,Phoenix,101,244,73
2023-03-23,Phoenix,91,197,100
2023-03-24,Phoenix,115,227,61
2023-03-25,Phoenix,96,176,99
2023-03-26,Phoenix,112,221,152
2023-03-27,Phoenix,93,153,59
2023-03-28,Phoenix,109,197,71
2023-03-29,Phoenix,110,217,75
2023-03-30,Phoenix,101,231,122
2023-03-31,Phoenix,99,201,83
2023-04-01,Phoenix,91,215,101
2023-04-02,Phoenix,85,163,93
2023-04-03,Phoenix,114,263,149
2023-04-04,Phoenix,85,164,43
2023-04-05,Phoenix,95,214,113
2023-04-06,Phoenix,108,243,147
2023-04-07,Phoenix,105,160,117
2023-04-08,Phoenix,105,241,147
2023-04-09,Phoenix,91,157,130
2023-04-10,Phoenix,120,236,154
2023-04-11,Phoenix,81,144,50
2023-04-12,Phoenix,93,196,86
2023-04-13,Phoenix,122,269,97
2023-04-14,Phoenix,98,153,137
2023-04-15,Phoenix,90,179,94
2023-04-16,Phoenix,113,190,128
2023-04-17,Phoenix,93,193,47
2023-04-18,Phoenix,82,196,87
2023-04-19,Phoenix,99,234,109
2023-04-20,Phoenix,99,204,101
2023-04-21,Phoenix,117,233,120
2023-04-22,Phoenix,89,214,70
2023-04-23,Phoenix,99,227,83
2023-04-24,Phoenix,90,184,108
2023-04-25,Phoenix,105,246,144
2023-04-26,Phoenix,110,254,96
2023-04-27,Phoenix,87,205,92
2023-04-28,Phoenix,99,154,117
2023-04-29,Phoenix,103,186,76
2023-04-30,Phoenix,89,160,90
2023-05-01,Phoenix,104,223,81
2023-05-02,Phoenix,102,178,115
2023-05-03,Phoenix,102,253,88
2023-05-04,Phoenix,99,227,75
2023-05-05,Phoenix,91,184,104
2023-05-06,Phoenix,108,231,123
2023-05-07,Phoenix,105,262,72
2023-05-08,Phoenix,107,187,131
2023-05-09,Phoenix,107,252,74
2023-05-10,Phoenix,90,141,117
2023-05-11,Phoenix,78,174,55
2023-05-12,Phoenix,94,193,89
2023-05-13,Phoenix,96,159,88
2023-05-14,Phoenix,91,148,88
2023-05-15,Phoenix,116,180,142
2023-05-16,Phoenix,91,193,78
2023-05-17,Phoenix,110,214,119
2023-05-18,Phoenix,98,200,132
2023-05-19,Phoenix,114,203,65
2023-05-20,Phoenix,107,226,71
2023-05-21,Phoenix,99,205,70
2023-05-22,Phoenix,72,145,90
2023-05-23,Phoenix,108,220,78
2023-05-24,Phoenix,91,226,45
2023-05-25,Phoenix,100,158,92
2023-05-26,Phoenix,77,135,67
2023-05-27,Phoenix,95,229,65
2023-05-28,Phoenix,67,126,98
2023-05-29,Phoenix,90,156,110
2023-05-30,Phoenix,101,215,104
2023-05-31,Phoenix,99,197,53
2023-06-01,Phoenix,69,170,52
2023-06-02,Phoenix,75,153,70
2023-06-03,Phoenix,91,169,79
2023-06-04,Phoenix,91,205,98
2023-06-05,Phoenix,88,212,60
2023-06-06,Phoenix,100,226,135
2023-06-07,Phoenix,86,212,116
2023-06-08,Phoenix,81,199,113
2023-06-09,Phoenix,95,158,132
2023-06-10,Phoenix,73,123,65
2023-06-11,Phoenix,81,156,45
2023-06-12,Phoenix,88,192,45
2023-06-13,Phoenix,78,181,106
2023-06-14,Phoenix,87,180,87
2023-06-15,Phoenix,82,157,45
2023-06-16,Phoenix,88,149,50
2023-06-17,Phoenix,88,154,120
2023-06-18,Phoenix,77,133,79
2023-06-19,Phoenix,60,143,79
2023-06-20,Phoenix,90,177,104
2023-06-21,Phoenix,78,120,72
2023-06-22,Phoenix,82,200,112
2023-06-23,Phoenix,90,200,81
2023-06-24,Phoenix,92,215,78
2023-06-25,Phoenix,98,152,54
2023-06-26,Phoenix,86,209,112
2023-06-27,Phoenix,94,183,75
2023-06-28,Phoenix,80,193,103
2023-06-29,Phoenix,109,265,124
2023-06-30,Phoenix,92,217,90
2023-07-01,Phoenix,60,146,81
2023-07-02,Phoenix,107,196,152
2023-07-03,Phoenix,81,165,114
2023-07-04,Phoenix,80,160,77
2023-07-05,Phoenix,89,182,132
2023-07-06,Phoenix,75,142,77
2023-07-07,Phoenix,81,181,104
2023-07-08,Phoenix,85,174,123
2023-07-09,Phoenix,71,159,45
2023-07-10,Phoenix,74,181,89
2023-07-11,Phoenix,69,137,83
2023-07-12,Phoenix,77,145,112
2023-07-13,Phoenix,70,169,44
2023-07-14,Phoenix,64,148,40
2023-07-15,Phoenix,72,130,84
2023-07-16,Phoenix,72,173,70
2023-07-17,Phoenix,82,144,82
2023-07-18,Phoenix,72,165,66
2023-07-19,Phoenix,64,142,69
2023-07-20,Phoenix,79,147,95
2023-07-21,Phoenix,70,124,79
2023-07-22,Phoenix,66,158,33
2023-07-23,Phoenix,68,166,76
2023-07-24,Phoenix,84,133,81
2023-07-25,Phoenix,76,164,85
2023-07-26,Phoenix,85,177,120
2023-07-27,Phoenix,96,203,58
2023-07-28,Phoenix,71,111,91
2023-07-29,Phoenix,56,121,66
2023-07-30,Phoenix,65,158,84
2023-07-31,Phoenix,68,123,75
2023-08-01,Phoenix,81,145,97
2023-08-02,Phoenix,65,102,59
2023-08-03,Phoenix,68,168,73
2023-08-04,Phoenix,73,119,98
2023-08-05,Phoenix,81,184,94
2023-08-06,Phoenix,62,104,52
2023-08-07,Phoenix,61,113,36
2023-08-08,Phoenix,65,159,91
2023-08-09,Phoenix,75,160,93
2023-08-10,Phoenix,56,139,78
2023-08-11,Phoenix,63,141,36
2023-08-12,Phoenix,77,129,93
2023-08-13,Phoenix,78,137,90
2023-08-14,Phoenix,79,131,43
2023-08-15,Phoenix,68,108,98
2023-08-16,Phoenix,72,113,101
2023-08-17,Phoenix,50,114,69
2023-08-18,Phoenix,76,154,113
2023-08-19,Phoenix,77,159,87
2023-08-20,Phoenix,67,116,67
2023-08-21,Phoenix,59,110,67
2023-08-22,Phoenix,71,175,75
2023-08-23,Phoenix,54,93,79
2023-08-24,Phoenix,57,87,71
2023-08-25,Phoenix,60,98,61
2023-08-26,Phoenix,59,116,54
2023-08-27,Phoenix,60,140,69
2023-08-28,Phoenix,66,129,77
2023-08-29,Phoenix,77,188,78
2023-08-30,Phoenix,46,111,28
2023-08-31,Phoenix,88,167,117
2023-09-01,Phoenix,83,151,107
2023-09-02,Phoenix,71,115,50
2023-09-03,Phoenix,60,104,50
2023-09-04,Phoenix,62,95,37
2023-09-05,Phoenix,60,139,71
2023-09-06,Phoenix,65,157,87
2023-09-07,Phoenix,61,141,30
2023-09-08,Phoenix,74,114,47
2023-09-09,Phoenix,42,67,23
2023-09-10,Phoenix,48,76,61
2023-09-11,Phoenix,78,151,64
2023-09-12,Phoenix,60,138,78
2023-09-13,Phoenix,43,92,32
2023-09-14,Phoenix,57,114,33
2023-09-15,Phoenix,54,99,34
2023-09-16,Phoenix,62,126,50
2023-09-17,Phoenix,78,129,48
2023-09-18,Phoenix,55,97,46
2023-09-19,Phoenix,60,127,62
2023-09-20,Phoenix,51,105,41
2023-09-21,Phoenix,64,145,84
2023-09-22,Phoenix,52,94,63
2023-09-23,Phoenix,71,162,106
2023-09-24,Phoenix,56,103,30
2023-09-25,Phoenix,72,108,50
2023-09-26,Phoenix,57,118,71
2023-09-27,Phoenix,66,99,74
2023-09-28,Phoenix,71,173,83
2023-09-29,Phoenix,38,89,24
2023-09-30,Phoenix,61,110,50
2023-10-01,Phoenix,60,115,71
2023-10-02,Phoenix,74,166,53
2023-10-03,Phoenix,46,72,66
2023-10-04,Phoenix,63,137,83
2023-10-05,Phoenix,78,117,61
2023-10-06,Phoenix,68,136,69
2023-10-07,Phoenix,49,98,28
2023-10-08,Phoenix,62,93,87
2023-10-09,Phoenix,74,149,57
2023-10-10,Phoenix,66,161,97
2023-10-11,Phoenix,68,157,41
2023-10-12,Phoenix,61,111,63
2023-10-13,Phoenix,65,120,56
2023-10-14,Phoenix,65,108,44
2023-10-15,Phoenix,50,105,28
2023-10-16,Phoenix,72,124,96
2023-10-17,Phoenix,71,109,87
2023-10-18,Phoenix,74,128,90
2023-10-19,Phoenix,62,129,61
2023-10-20,Phoenix,70,105,44
2023-10-21,Phoenix,35,80,21
2023-10-22,Phoenix,63,153,31
2023-10-23,Phoenix,55,93,55
2023-10-24,Phoenix,68,116,79
2023-10-25,Phoenix,66,130,36
2023-10-26,Phoenix,27,54,18
2023-10-27,Phoenix,76,139,68
2023-10-28,Phoenix,59,110,50
2023-10-29,Phoenix,78,151,43
2023-10-30,Phoenix,51,92,27
2023-10-31,Phoenix,44,82,48
2023-11-01,Phoenix,73,162,96
2023-11-02,Phoenix,64,137,57
2023-11-03,Phoenix,59,108,84
2023-11-04,Phoenix,80,174,104
2023-11-05,Phoenix,59,138,84
2023-11-06,Phoenix,52,97,34
2023-11-07,Phoenix,64,109,79
2023-11-08,Phoenix,49,95,24
2023-11-09,Phoenix,53,95,47
2023-11-10,Phoenix,71,130,93
2023-11-11,Phoenix,59,111,35
2023-11-12,Phoenix,46,80,31
2023-11-13,Phoenix,64,138,68
2023-11-14,Phoenix,83,173,55
2023-11-15,Phoenix,69,136,90
2023-11-16,Phoenix,73,128,55
2023-11-17,Phoenix,60,112,64
2023-11-18,Phoenix,50,110,68
2023-11-19,Phoenix,64,125,94
2023-11-20,Phoenix,58,112,84
2023-11-21,Phoenix,71,152,81
2023-11-22,Phoenix,61,136,85
2023-11-23,Phoenix,76,161,93
2023-11-24,Phoenix,74,164,94
2023-11-25,Phoenix,41,76,41
2023-11-26,Phoenix,79,139,50
2023-11-27,Phoenix,69,133,86
2023-11-28,Phoenix,39,97,30
2023-11-29,Phoenix,66,138,83
2023-11-30,Phoenix,78,186,59
2023-12-01,Phoenix,66,109,61
2023-12-02,Phoenix,77,179,69
2023-12-03,Phoenix,81,166,101
2023-12-04,Phoenix,62,111,91
2023-12-05,Phoenix,70,130,71
2023-12-06,Phoenix,76,170,69
2023-12-07,Phoenix,68,137,41
2023-12-08,Phoenix,76,125,54
2023-12-09,Phoenix,72,145,101
2023-12-10,Phoenix,83,194,77
2023-12-11,Phoenix,77,179,78
2023-12-12,Phoenix,74,145,74
2023-12-13,Phoenix,65,100,46
2023-12-14,Phoenix,80,198,96
2023-12-15,Phoenix,72,109,38
2023-12-16,Phoenix,92,202,93
2023-12-17,Phoenix,82,172,113
2023-12-18,Phoenix,72,154,85
2023-12-19,Phoenix,102,173,54
2023-12-20,Phoenix,58,134,55
2023-12-21,Phoenix,94,230,50
2023-12-22,Phoenix,74,176,104
2023-12-23,Phoenix,71,159,98
2023-12-24,Phoenix,69,164,59
2023-12-25,Phoenix,98,161,82
2023-12-26,Phoenix,77,146,88
2023-12-27,Phoenix,70,125,89
2023-12-28,Phoenix,69,114,39
2023-12-29,Phoenix,70,169,56
2023-12-30,Phoenix,107,168,59
2023-12-31,Phoenix,86,203,113
2024-01-01,Phoenix,86,207,59
2024-01-02,Phoenix,85,210,71
2024-01-03,Phoenix,88,178,53
2024-01-04,Phoenix,89,164,86
2024-01-05,Phoenix,80,169,98
2024-01-06,Phoenix,79,172,79
2024-01-07,Phoenix,92,177,65
2024-01-08,Phoenix,98,188,89
2024-01-09,Phoenix,74,158,61
2024-01-10,Phoenix,88,154,128
2024-01-11,Phoenix,77,143,97
2024-01-12,Phoenix,91,157,81
2024-01-13,Phoenix,90,200,116
2024-01-14,Phoenix,96,214,73
2024-01-15,Phoenix,74,174,48
2024-01-16,Phoenix,70,147,58
2024-01-17,Phoenix,86,152,44
2024-01-18,Phoenix,72,143,69
2024-01-19,Phoenix,80,188,83
2024-01-20,Phoenix,82,143,100
2024-01-21,Phoenix,69,127,77
2024-01-22,Phoenix,87,216,83
2024-01-23,Phoenix,101,152,51
2024-01-24,Phoenix,80,154,108
2024-01-25,Phoenix,78,164,50
2024-01-26,Phoenix,87,135,51
2024-01-27,Phoenix,99,159,55
2024-01-28,Phoenix,82,193,42
2024-01-29,Phoenix,98,222,124
2024-01-30,Phoenix,70,152,100
2024-01-31,Phoenix,102,185,89
2024-02-01,Phoenix,81,122,53
2024-02-02,Phoenix,84,165,56
2024-02-03,Phoenix,86,199,94
2024-02-04,Phoenix,104,255,95
2024-02-05,Phoenix,73,143,107
2024-02-06,Phoenix,97,184,98
2024-02-07,Phoenix,78,117,92
2024-02-08,Phoenix,89,150,87
2024-02-09,Phoenix,95,193,114
2024-02-10,Phoenix,77,162,65
2024-02-11,Phoenix,84,194,112
2024-02-12,Phoenix,91,138,95
2024-02-13,Phoenix,90,151,92
2024-02-14,Phoenix,68,106,47
2024-02-15,Phoenix,95,208,104
2024-02-16,Phoenix,112,184,70
2024-02-17,Phoenix,108,196,159
2024-02-18,Phoenix,99,215,125
2024-02-19,Phoenix,94,205,136
2024-02-20,Phoenix,102,190,77
2024-02-21,Phoenix,94,198,140
2024-02-22,Phoenix,95,145,53
2024-02-23,Phoenix,90,156,46
2024-02-24,Phoenix,118,196,106
2024-02-25,Phoenix,79,151,62
2024-02-26,Phoenix,101,230,111
2024-02-27,Phoenix,116,190,120
2024-02-28,Phoenix,99,208,63
2024-02-29,Phoenix,103,224,100
2024-03-01,Phoenix,108,170,99
2024-03-02,Phoenix,99,181,97
2024-03-03,Phoenix,104,201,154
2024-03-04,Phoenix,99,149,110
2024-03-05,Phoenix,110,273,84
2024-03-06,Phoenix,107,164,92
2024-03-07,Phoenix,104,156,110
2024-03-08,Phoenix,94,170,101
2024-03-09,Phoenix,91,144,94
2024-03-10,Phoenix,99,156,91
2024-03-11,Phoenix,89,193,114
2024-03-12,Phoenix,95,203,119
2024-03-13,Phoenix,119,256,69
2024-03-14,Phoenix,102,195,114
2024-03-15,Phoenix,113,217,118
2024-03-16,Phoenix,95,174,103
2024-03-17,Phoenix,102,183,136
2024-03-18,Phoenix,112,252,85
2024-03-19,Phoenix,97,200,141
2024-03-20,Phoenix,88,209,51
2024-03-21,Phoenix,101,204,130
2024-03-22,Phoenix,95,145,115
2024-03-23,Phoenix,98,200,100
2024-03-24,Phoenix,113,281,89
2024-03-25,Phoenix,100,150,101
2024-03-26,Phoenix,107,246,102
2024-03-27,Phoenix,111,265,99
2024-03-28,Phoenix,111,268,104
2024-03-29,Phoenix,87,207,129
2024-03-30,Phoenix,95,236,83
2024-03-31,Phoenix,112,249,131
2024-04-01,Phoenix,99,197,130
2024-04-02,Phoenix,113,204,96
2024-04-03,Phoenix,100,166,54
2024-04-04,Phoenix,106,170,65
2024-04-05,Phoenix,106,262,115
2024-04-06,Phoenix,85,172,113
2024-04-07,Phoenix,83,168,81
2024-04-08,Phoenix,107,184,130
2024-04-09,Phoenix,103,246,130
2024-04-10,Phoenix,94,187,73
2024-04-11,Phoenix,88,145,74
2024-04-12,Phoenix,81,151,121
2024-04-13,Phoenix,87,191,80
2024-04-14,Phoenix,90,218,134
2024-04-15,Phoenix,109,215,87
2024-04-16,Phoenix,87,176,75
2024-04-17,Phoenix,107,198,107
2024-04-18,Phoenix,97,156,90
2024-04-19,Phoenix,120,295,143
2024-04-20,Phoenix,90,165,70
2024-04-21,Phoenix,103,238,141
2024-04-22,Phoenix,97,242,127
2024-04-23,Phoenix,104,168,89
2024-04-24,Phoenix,101,170,114
2024-04-25,Phoenix,110,218,118
2024-04-26,Phoenix,94,221,60
2024-04-27,Phoenix,100,219,51
2024-04-28,Phoenix,93,217,104
2024-04-29,Phoenix,95,183,123
2024-04-30,Phoenix,109,233,55
2024-05-01,Phoenix,105,159,92
2024-05-02,Phoenix,103,187,77
2024-05-03,Phoenix,102,216,111
2024-05-04,Phoenix,101,181,76
2024-05-05,Phoenix,103,163,88
2024-05-06,Phoenix,82,188,77
2024-05-07,Phoenix,102,169,126
2024-05-08,Phoenix,86,195,75
2024-05-09,Phoenix,72,117,77
2024-05-10,Phoenix,101,168,132
2024-05-11,Phoenix,88,162,55
2024-05-12,Phoenix,95,179,137
2024-05-13,Phoenix,92,188,117
2024-05-14,Phoenix,99,182,112
2024-05-15,Phoenix,121,225,149
2024-05-16,Phoenix,97,218,52
2024-05-17,Phoenix,83,168,73
2024-05-18,Phoenix,110,274,135
2024-05-19,Phoenix,99,185,130
2024-05-20,Phoenix,94,176,109
2024-05-21,Phoenix,101,210,67
2024-05-22,Phoenix,90,205,83
2024-05-23,Phoenix,79,126,82
2024-05-24,Phoenix,94,228,139
2024-05-25,Phoenix,104,189,55
2024-05-26,Phoenix,103,171,79
2024-05-27,Phoenix,102,229,100
2024-05-28,Phoenix,97,233,86
2024-05-29,Phoenix,70,169,42
2024-05-30,Phoenix,89,187,45
2024-05-31,Phoenix,86,214,108
2024-06-01,Phoenix,65,158,43
2024-06-02,Phoenix,69,148,59
2024-06-03,Phoenix,87,147,46
2024-06-04,Phoenix,80,144,97
2024-06-05,Phoenix,89,153,59
2024-06-06,Phoenix,114,202,76
2024-06-07,Phoenix,87,200,104
2024-06-08,Phoenix,85,146,107
2024-06-09,Phoenix,74,134,61
2024-06-10,Phoenix,91,164,129
2024-06-11,Phoenix,58,129,66
2024-06-12,Phoenix,107,225,160
2024-06-13,Phoenix,101,154,82
2024-06-14,Phoenix,77,136,52
2024-06-15,Phoenix,78,121,88
2024-06-16,Phoenix,88,153,89
2024-06-17,Phoenix,80,160,89
2024-06-18,Phoenix,69,153,44
2024-06-19,Phoenix,97,223,101
2024-06-20,Phoenix,68,155,86
2024-06-21,Phoenix,80,170,60
2024-06-22,Phoenix,64,114,83
2024-06-23,Phoenix,73,134,76
2024-06-24,Phoenix,88,152,55
2024-06-25,Phoenix,80,135,78
2024-06-26,Phoenix,64,107,62
2024-06-27,Phoenix,66,145,86
2024-06-28,Phoenix,71,145,49
2024-06-29,Phoenix,68,113,62
2024-06-30,Phoenix,106,223,90
2024-07-01,Phoenix,69,127,79
2024-07-02,Phoenix,67,115,78
2024-07-03,Phoenix,98,244,134
